Id,SalePrice
1717,161434.65
1718,134004.65
1719,201909.85
1720,252891.16
1721,163380.98
1722,125148.55
1723,149686.74
1724,210829.09
1725,234404.6
1726,185555.4
1727,176827.18
1728,185726.26
1729,163767.67
1730,160547.34
1731,121845.16
1732,138196.6
1733,129317.93
1734,130278.99
1735,132535.0
1736,118855.58
1737,367544.84
1738,215759.93
1739,269494.4
1740,188753.63
1741,170779.69
1742,171357.0
1743,174854.72
1744,315478.24
1745,242563.74
1746,276534.02
1747,220856.77
1748,201767.0
1749,163503.67
1750,150218.87
1751,232301.38
1752,124285.0
1753,142733.62
1754,228729.23
1755,170181.01
1756,119266.74
1757,122581.08
1758,148348.0
1759,169006.34
1760,161175.51
1761,152985.87
1762,175009.62
1763,171566.4
1764,118484.08
1765,171492.0
1766,174097.0
1767,207785.0
1768,142234.0
1769,174360.15
1770,138427.4
1771,141987.25
1772,147183.34
1773,146341.12
1774,130795.73
1775,136447.75
1776,123871.0
1777,121268.0
1778,131444.55
1779,121128.76
1780,176581.39
1781,135723.84
1782,94640.04
1783,130183.68
1784,96902.79
1785,118100.74
1786,152188.58
1787,163299.74
1788,60523.84
1789,100884.15
1790,85596.83
1791,175283.28
1792,153533.84
1793,140376.68
1794,140987.1
1795,138989.75
1796,122604.72
1797,121287.64
1798,127673.05
1799,118019.54
1800,129545.5
1801,128479.0
1802,159348.12
1803,158455.55
1804,142405.8
1805,136549.25
1806,112051.91
1807,153007.56
1808,119617.5
1809,126880.95
1810,143284.22
1811,120899.53
1812,119837.44
1813,118455.5
1814,102425.77
1815,61978.1
1816,106884.5
1817,126539.3
1818,134754.89
1819,113124.76
1820,82312.21
1821,121286.18
1822,148556.87
1823,61610.48
1824,138893.62
1825,135424.99
1826,105869.22
1827,104574.58
1828,135374.5
1829,115329.41
1830,149070.0
1831,167555.35
1832,114897.4
1833,156139.53
1834,132443.47
1835,175353.66
1836,132247.09
1837,108171.02
1838,139644.67
1839,87816.04
1840,164926.04
1841,149603.49
1842,90153.86
1843,142701.6
1844,134126.62
1845,136290.09
1846,156345.0
1847,152317.08
1848,62853.93
1849,121040.11
1850,129593.48
1851,154982.26
1852,129802.5
1853,132774.55
1854,174878.91
1855,140593.25
1856,222714.96
1857,157389.24
1858,140214.11
1859,121383.45
1860,150706.91
1861,121264.51
1862,258558.36
1863,254410.66
1864,254410.66
1865,333513.63
1866,319015.97
1867,245503.23
1868,304830.66
1869,191520.78
1870,252231.11
1871,254543.45
1872,170902.66
1873,228766.58
1874,136354.5
1875,204532.2
1876,188889.5
1877,209130.76
1878,214438.78
1879,133936.33
1880,137043.6
1881,235469.76
1882,259204.31
1883,198023.2
1884,218365.64
1885,258031.76
1886,292791.54
1887,202249.56
1888,280316.87
1889,163599.99
1890,136451.45
1891,140058.5
1892,112086.97
1893,143459.66
1894,129413.33
1895,147219.83
1896,124863.5
1897,121043.0
1898,108558.54
1899,131980.54
1900,145074.6
1901,166544.56
1902,136636.59
1903,226131.54
1904,138239.11
1905,184537.55
1906,149422.5
1907,200905.14
1908,114007.52
1909,132412.49
1910,124316.84
1911,189788.7
1912,263386.96
1913,141957.11
1914,73093.46
1915,331611.81
1916,75320.15
1917,252617.74
1918,134294.58
1919,154560.9
1920,145482.03
1921,409617.53
1922,329006.84
1923,207739.35
1924,238118.73
1925,229288.09
1926,378198.75
1927,138717.5
1928,160246.0
1929,128443.6
1930,120596.76
1931,139437.5
1932,129552.26
1933,170667.54
1934,181747.0
1935,175724.47
1936,186559.4
1937,181176.05
1938,165673.34
1939,250101.57
1940,199404.37
1941,178633.35
1942,191098.0
1943,200435.52
1944,324768.64
1945,361206.31
1946,165169.78
1947,310813.76
1948,177844.98
1949,244769.35
1950,178845.0
1951,268988.48
1952,253269.25
1953,166332.18
1954,211061.55
1955,132304.6
1956,273896.33
1957,162514.73
1958,322290.64
1959,141226.57
1960,118786.4
1961,121453.5
1962,93113.5
1963,103913.0
1964,107434.16
1965,160269.03
1966,146355.0
1967,291199.69
1968,388736.25
1969,377250.06
1970,433682.79
1971,412593.71
1972,358654.7
1973,261885.13
1974,308710.04
1975,468005.6
1976,269320.27
1977,346424.2
1978,347983.84
1979,331060.54
1980,194072.71
1981,332180.65
1982,235523.96
1983,226501.21
1984,168281.07
1985,212476.68
1986,205693.67
1987,182710.44
1988,178910.07
1989,186468.39
1990,219869.95
1991,213616.73
1992,212609.19
1993,171662.01
1994,245089.43
1995,182840.35
1996,258887.0
1997,333115.03
1998,345256.35
1999,252665.6
2000,303674.64
2001,270001.36
2002,236138.49
2003,253524.32
2004,258281.97
2005,232037.36
2006,219317.52
2007,255992.72
2008,210943.15
2009,189550.5
2010,189787.3
2011,134721.99
2012,175166.47
2013,180761.0
2014,189867.5
2015,192952.2
2016,191972.5
2017,206973.47
2018,126160.08
2019,133937.08
2020,117135.0
2021,119375.0
2022,179519.9
2023,150125.92
2024,216045.62
2025,360328.43
2026,187327.28
2027,141252.27
2028,151190.94
2029,167037.83
2030,292289.31
2031,262409.92
2032,281099.49
2033,281818.61
2034,164102.03
2035,201786.0
2036,188222.0
2037,198574.96
2038,318625.1
2039,208556.06
2040,411653.7
2041,281747.75
2042,203272.9
2043,169044.5
2044,165791.0
2045,233251.46
2046,137441.21
2047,153643.7
2048,129147.66
2049,136296.68
2050,179447.0
2051,106727.93
2052,138490.05
2053,142097.25
2054,86383.21
2055,161650.9
2056,124558.5
2057,132089.8
2058,211903.7
2059,134056.84
2060,160138.4
2061,171935.9
2062,139513.25
2063,115332.93
2064,141377.91
2065,127044.29
2066,181250.32
2067,127088.43
2068,138147.28
2069,88479.54
2070,113675.5
2071,93676.18
2072,139463.67
2073,137452.34
2074,177014.64
2075,144455.95
2076,126560.76
2077,151590.9
2078,129676.0
2079,136002.5
2080,116118.5
2081,123406.0
2082,135850.31
2083,145850.21
2084,116821.91
2085,132846.5
2086,102355.24
2087,119268.5
2088,107065.88
2089,95098.54
2090,131922.06
2091,124213.35
2092,137603.72
2093,140456.34
2094,140645.23
2095,157030.53
2096,93118.97
2097,101362.0
2098,150288.0
2099,59929.1
2100,112953.76
2101,118702.05
2102,144854.66
2103,103314.5
2104,141787.79
2105,129582.11
2106,81736.22
2107,251985.44
2108,119166.74
2109,113770.98
2110,123289.34
2111,159780.31
2112,138872.87
2113,114886.04
2114,107826.0
2115,151231.0
2116,110320.81
2117,141762.68
2118,117862.54
2119,111137.85
2120,109048.5
2121,120104.75
2122,100326.69
2123,93812.43
2124,193563.9
2125,136187.9
2126,161283.4
2127,149064.9
2128,132721.99
2129,108277.0
2130,144845.83
2131,155560.91
2132,112499.76
2133,117213.77
2134,120130.23
2135,103308.79
2136,84444.11
2137,118929.29
2138,138781.69
2139,154534.0
2140,133431.0
2141,135179.1
2142,135205.13
2143,140638.67
2144,129269.25
2145,135678.0
2146,152118.16
2147,161407.74
2148,127755.5
2149,137766.6
2150,236512.94
2151,137435.55
2152,172946.5
2153,164161.25
2154,104291.5
2155,124255.15
2156,217023.68
2157,246742.16
2158,239124.62
2159,223129.72
2160,171129.84
2161,252373.04
2162,449069.64
2163,335351.58
2164,257550.6
2165,176484.25
2166,141675.5
2167,209176.44
2168,211642.0
2169,192665.7
2170,219735.65
2171,142188.4
2172,136175.47
2173,155947.84
2174,247323.88
2175,313015.17
2176,320558.07
2177,260577.27
2178,223685.63
2179,146632.0
2180,184315.79
2181,191210.27
2182,222773.18
2183,190049.71
2184,137592.8
2185,126063.0
2186,142242.0
2187,151595.0
2188,153381.52
2189,183479.29
2190,82088.36
2191,87375.0
2192,86818.04
2193,94470.73
2194,100416.0
2195,115770.92
2196,110720.9
2197,108658.97
2198,164000.94
2199,168611.67
2200,131490.08
2201,131852.41
2202,195454.91
2203,164082.18
2204,170493.24
2205,114616.76
2206,139417.75
2207,241505.44
2208,229794.89
2209,190086.21
2210,119972.67
2211,116339.3
2212,112093.12
2213,105434.0
2214,143189.08
2215,101520.19
2216,144427.21
2217,69267.31
2218,100013.0
2219,80318.72
2220,85603.76
2221,332968.77
2222,253690.66
2223,257119.39
2224,215526.04
2225,141950.79
2226,172715.0
2227,200193.32
2228,278813.1
2229,234518.19
2230,159263.67
2231,213584.08
2232,175370.17
2233,175106.27
2234,254658.36
2235,192615.3
2236,275299.06
2237,359914.57
2238,204149.36
2239,120255.25
2240,160911.65
2241,148621.46
2242,136889.8
2243,137712.19
2244,94396.21
2245,93755.71
2246,142386.0
2247,100239.52
2248,124379.5
2249,124508.0
2250,139235.5
2251,125323.49
2252,181097.78
2253,153129.57
2254,179016.73
2255,190768.82
2256,179087.25
2257,189446.7
2258,170128.32
2259,179130.0
2260,152553.82
2261,195870.56
2262,210591.14
2263,331767.31
2264,428541.02
2265,174499.37
2266,282010.69
2267,360182.67
2268,368670.74
2269,161983.86
2270,183127.0
2271,250643.9
2272,206814.12
2273,163224.02
2274,171687.5
2275,164089.78
2276,190222.0
2277,186212.5
2278,147603.48
2279,116465.67
2280,115486.74
2281,177953.02
2282,176232.14
2283,96847.5
2284,109567.24
2285,156193.49
2286,127680.76
2287,341386.24
2288,271077.23
2289,376957.11
2290,426005.58
2291,318606.6
2292,405777.34
2293,454794.19
2294,388630.25
2295,434275.06
2296,271457.07
2297,303014.3
2298,320880.42
2299,375704.33
2300,327091.56
2301,276100.03
2302,231129.22
2303,242855.5
2304,243905.35
2305,177045.38
2306,180007.38
2307,186653.09
2308,226025.92
2309,282373.89
2310,227129.25
2311,198066.21
2312,169976.7
2313,176009.85
2314,172849.53
2315,174653.46
2316,184097.74
2317,177838.57
2318,175019.7
2319,173849.64
2320,176338.75
2321,256358.02
2322,168501.84
2323,181365.14
2324,166876.12
2325,222008.17
2326,165685.09
2327,213816.45
2328,220430.67
2329,181687.85
2330,180512.1
2331,355810.01
2332,424986.61
2333,310210.42
2334,258075.28
2335,254010.99
2336,336213.76
2337,195993.68
2338,283021.79
2339,236334.09
2340,381263.89
2341,217350.01
2342,241943.18
2343,225430.38
2344,230287.73
2345,240216.09
2346,214325.36
2347,195033.97
2348,220432.72
2349,147511.67
2350,273760.29
2351,263404.8
2352,251261.49
2353,204171.8
2354,120427.59
2355,161725.82
2356,146731.87
2357,197267.27
2358,197298.87
2359,117994.35
2360,119887.5
2361,137731.0
2362,271927.84
2363,137965.5
2364,151603.37
2365,228160.69
2366,192984.0
2367,220966.99
2368,206197.2
2369,226541.29
2370,166080.0
2371,169578.02
2372,172133.38
2373,252351.79
2374,294621.39
2375,247400.59
2376,268517.64
2377,348384.83
2378,133395.5
2379,204214.5
2380,144499.0
2381,166041.7
2382,183895.91
2383,214248.22
2384,247200.72
2385,151759.5
2386,140921.25
2387,130898.5
2388,101731.58
2389,125882.83
2390,135568.58
2391,137898.0
2392,113992.16
2393,164324.26
2394,147033.0
2395,192395.35
2396,146719.75
2397,206181.7
2398,125975.0
2399,61195.55
2400,57638.31
2401,113522.64
2402,137144.55
2403,131487.1
2404,145589.28
2405,161728.5
2406,133111.5
2407,129112.73
2408,133152.46
2409,139532.25
2410,170047.7
2411,125398.0
2412,156411.5
2413,141910.75
2414,130224.33
2415,130491.25
2416,134049.08
2417,133011.5
2418,122549.25
2419,137142.14
2420,129298.83
2421,149831.5
2422,120018.26
2423,130959.37
2424,147998.55
2425,166223.87
2426,133587.57
2427,141987.16
2428,174972.29
2429,113918.16
2430,128781.0
2431,115449.66
2432,134214.75
2433,145183.0
2434,144492.0
2435,152932.0
2436,103032.36
2437,113927.98
2438,122621.49
2439,118660.15
2440,132150.33
2441,112964.71
2442,103868.5
2443,114907.5
2444,125437.5
2445,90801.0
2446,134011.72
2447,220035.39
2448,141795.95
2449,113509.87
2450,151275.75
2451,119120.92
2452,216130.95
2453,94565.43
2454,125988.64
2455,105901.0
2456,138914.6
2457,112046.04
2458,115582.5
2459,113160.12
2460,145038.57
2461,117297.5
2462,134071.0
2463,120488.0
2464,153324.41
2465,133119.41
2466,125109.9
2467,161980.28
2468,92520.95
2469,94764.31
2470,176517.45
2471,195422.6
2472,169809.0
2473,120188.1
2474,110520.77
2475,226048.38
2476,111033.48
2477,132757.5
2478,163596.5
2479,112996.17
2480,133141.58
2481,123137.0
2482,136935.97
2483,120398.34
2484,124728.58
2485,123703.5
2486,154235.08
2487,181705.79
2488,157463.55
2489,148998.69
2490,153339.12
2491,90502.65
2492,179448.0
2493,135567.5
2494,166003.04
2495,108230.86
2496,222607.1
2497,155674.75
2498,119759.0
2499,87252.0
2500,129455.35
2501,140767.32
2502,143452.84
2503,98205.98
2504,177036.32
2505,217785.22
2506,255401.99
2507,323713.15
2508,258396.29
2509,224432.99
2510,231441.47
2511,187708.35
2512,216065.69
2513,220594.18
2514,239477.85
2515,142956.58
2516,152298.01
2517,130869.83
2518,141402.25
2519,227054.35
2520,204917.7
2521,195091.11
2522,226255.66
2523,134071.0
2524,137558.26
2525,141484.53
2526,137638.58
2527,116567.5
2528,125385.0
2529,130416.0
2530,106694.96
2531,245708.46
2532,231962.39
2533,200117.55
2534,248454.25
2535,298284.99
2536,230593.56
2537,230871.75
2538,183484.29
2539,191255.66
2540,177758.26
2541,182443.31
2542,159622.64
2543,131157.33
2544,135556.89
2545,133170.0
2546,148356.87
2547,138064.5
2548,149534.95
2549,159383.6
2550,401947.01
2551,138399.66
2552,123171.55
2553,86657.0
2554,131235.33
2555,110827.47
2556,102725.99
2557,116553.76
2558,161909.77
2559,141491.42
2560,123466.63
2561,139597.52
2562,137197.89
2563,144678.29
2564,170244.5
2565,125075.23
2566,148437.76
2567,139208.86
2568,186615.26
2569,192339.52
2570,118372.17
2571,160934.36
2572,192626.85
2573,255235.71
2574,311424.56
2575,133688.18
2576,131273.66
2577,163793.32
2578,96322.01
2579,79571.72
2580,133163.73
2581,133603.69
2582,119027.5
2583,289366.75
2584,160472.28
2585,173920.79
2586,206949.01
2587,207999.01
2588,160322.87
2589,146810.2
2590,226924.81
2591,208864.75
2592,229370.83
2593,249225.57
2594,173663.03
2595,205496.03
2596,341166.0
2597,177435.18
2598,270880.31
2599,312325.36
2600,154563.53
2601,129268.5
2602,85220.5
2603,95554.21
2604,87328.0
2605,80184.29
2606,147460.0
2607,172963.91
2608,201900.0
2609,166419.4
2610,111973.6
2611,161808.74
2612,151068.24
2613,129007.0
2614,124928.29
2615,160816.35
2616,141052.0
2617,171255.29
2618,194407.54
2619,225063.36
2620,186612.0
2621,183271.55
2622,188280.8
2623,260533.09
2624,265344.48
2625,317948.01
2626,162250.14
2627,193228.51
2628,422572.58
2629,533008.17
2630,343874.66
2631,444319.13
2632,420169.63
2633,309426.97
2634,390305.93
2635,150327.8
2636,199167.96
2637,178285.0
2638,252846.86
2639,180640.9
2640,154079.5
2641,104570.0
2642,187244.32
2643,105106.2
2644,130720.0
2645,98142.0
2646,90222.5
2647,94418.5
2648,140817.1
2649,136399.11
2650,151539.64
2651,157685.22
2652,443318.25
2653,259818.6
2654,243463.47
2655,356336.25
2656,325811.85
2657,339520.91
2658,272032.0
2659,298823.32
2660,315951.4
2661,333346.51
2662,334040.17
2663,274414.65
2664,278440.7
2665,319380.61
2666,286842.94
2667,171826.74
2668,177823.01
2669,173818.12
2670,290497.31
2671,180506.55
2672,181349.61
2673,204751.43
2674,196871.58
2675,171473.67
2676,187425.24
2677,189733.04
2678,259012.66
2679,271721.19
2680,263804.63
2681,428244.82
2682,327806.54
2683,506470.14
2684,302497.69
2685,344351.92
2686,257900.37
2687,321675.14
2688,231513.4
2689,212279.96
2690,477342.55
2691,185463.0
2692,133019.5
2693,195112.79
2694,123220.15
2695,193313.45
2696,184683.36
2697,186190.27
2698,200949.32
2699,182957.69
2700,171936.75
2701,146392.99
2702,112268.16
2703,137123.53
2704,141390.6
2705,125276.31
2706,119743.58
2707,123829.88
2708,135358.33
2709,107970.5
2710,127649.33
2711,291432.79
2712,370090.55
2713,177098.03
2714,149013.64
2715,173421.0
2716,169547.15
2717,184101.53
2718,231531.53
2719,159788.33
2720,176685.01
2721,140081.0
2722,161903.47
2723,145813.02
2724,129796.0
2725,137126.25
2726,143470.5
2727,163306.68
2728,164387.17
2729,154407.94
2730,144328.25
2731,122562.3
2732,118290.8
2733,156913.87
2734,142740.42
2735,136317.75
2736,141907.24
2737,122501.5
2738,132580.06
2739,158955.83
2740,133368.45
2741,149676.27
2742,152765.37
2743,154113.0
2744,146166.25
2745,139711.5
2746,134498.75
2747,162150.5
2748,127959.85
2749,132230.08
2750,136588.08
2751,130323.5
2752,240337.94
2753,151698.0
2754,196588.72
2755,134621.33
2756,94060.32
2757,71937.33
2758,90439.71
2759,158649.03
2760,145280.15
2761,148624.75
2762,143079.5
2763,188374.61
2764,182077.23
2765,260874.47
2766,145680.43
2767,89708.0
2768,127312.19
2769,128193.76
2770,154774.0
2771,123336.0
2772,122260.94
2773,136952.31
2774,140976.36
2775,138588.88
2776,145631.34
2777,150263.87
2778,128031.98
2779,122619.34
2780,114578.95
2781,106839.14
2782,99753.7
2783,107661.97
2784,133766.1
2785,137833.43
2786,84144.22
2787,121339.0
2788,88665.43
2789,220928.84
2790,93510.1
2791,118949.66
2792,91608.18
2793,157326.02
2794,104651.84
2795,113387.5
2796,100949.17
2797,186927.42
2798,130105.89
2799,111185.47
2800,79703.02
2801,110510.44
2802,138023.16
2803,160985.94
2804,143924.16
2805,99277.0
2806,96211.2
2807,152310.02
2808,149660.5
2809,134331.08
2810,136559.6
2811,155157.0
2812,145221.2
2813,150538.35
2814,153531.03
2815,100203.86
2816,255390.94
2817,135250.64
2818,136313.0
2819,182165.07
2820,131410.37
2821,106953.47
2822,185569.95
2823,224983.49
2824,181219.42
2825,148634.77
2826,133335.68
2827,146894.87
2828,202650.27
2829,172397.55
2830,236090.3
2831,191247.84
2832,212416.48
2833,290938.48
2834,216027.32
2835,220318.78
2836,193640.15
2837,173763.33
2838,142237.8
2839,181605.65
2840,193525.89
2841,204602.37
2842,222107.94
2843,149659.98
2844,148945.75
2845,123536.0
2846,211059.0
2847,195306.0
2848,220492.17
2849,209483.34
2850,283978.69
2851,242398.69
2852,225886.14
2853,236078.05
2854,139012.0
2855,198574.77
2856,208474.92
2857,189110.1
2858,198655.37
2859,147954.12
2860,126382.3
2861,129721.44
2862,195136.68
2863,118119.04
2864,259146.56
2865,139706.87
2866,136343.5
2867,97015.71
2868,123167.49
2869,128986.49
2870,154134.32
2871,111339.1
2872,61975.7
2873,110853.06
2874,144079.59
2875,125809.04
2876,159277.42
2877,150266.53
2878,166388.4
2879,152173.84
2880,107961.65
2881,149328.06
2882,162734.4
2883,171286.75
2884,182872.48
2885,179679.95
2886,189427.7
2887,105369.11
2888,134180.5
2889,60187.15
2890,86417.87
2891,138143.05
2892,63099.98
2893,111443.81
2894,68296.47
2895,317902.16
2896,284539.0
2897,200510.5
2898,149304.95
2899,237284.0
2900,161709.74
2901,201706.38
2902,181917.09
2903,349235.98
2904,345993.06
2905,115928.92
2906,201103.08
2907,110816.5
2908,126595.5
2909,141195.77
2910,84352.0
2911,84054.5
2912,153901.5
2913,86871.11
2914,86916.43
2915,85228.43
2916,86843.32
2917,153404.37
2918,107346.58
2919,230060.88
